,number,text,label
1963,1962.0, people still think administration greatest since sliced bread ridiculous,OFF
1964,1963.0, sorry fella connelly thought hollywood craigkardashian,NOT
1965,1964.0, trump go got one word antifa,NOT
1966,1965.0, cnn evil true OFFENSIVE people believe people still take seriously,OFF
1967,1966.0, vulgar attempt reduce sisterhood genitalia,OFF
1968,1967.0, gotta admit stacked,NOT
1969,1968.0, gillibrand must OFFENSIVE active woman pushing young women abortions,OFF
1970,1969.0, OFFENSIVE control debate keep guns away every OFFENSIVE make things better prevent every mass OFFENSIVE may prevent crazy people buying OFFENSIVE first place,NOT
1971,1970.0, answer different opinion OFFENSIVE lose argument OFFENSIVE love britain OFFENSIVE liberals week people takes strong person one sheep,OFF
1972,1971.0, proof,NOT
1973,1972.0, would silly,OFF
1974,1973.0, google stock wayyy whats bad trump world google,NOT
1975,1974.0, accusation libtarded trump hating OFFENSIVE activist trump appointee doesnt make u wonder accusation politically motivated slightest conservatives think u OFFENSIVE u,NOT
1976,1975.0, expect mob OFFENSIVE hats shouting believe unison based general distrust conservatives,NOT
1977,1976.0, maybe brutally beating woman apparently spending couple hundred dollars makes beatin OFFENSIVE someone,OFF
1978,1977.0, everybody talks weather confront make sure suit us never happens blather OFFENSIVE action antifa crocheting doilies,NOT
1979,1978.0, apparently conservatives automatically guilty OFFENSIVE OFFENSIVE shows last possible minute longer presumed innocent proven otherwise,NOT
1980,1979.0, oh well better man,NOT
1981,1980.0, OFFENSIVE,NOT
1982,1981.0, basic white girl clearly know personally awful happened mac pay respect instead disgusting blaming another innocent human something nothing,OFF
1983,1982.0, OFFENSIVE excuse every time telling like pc,NOT
1984,1983.0, believe winded nights guess,NOT
1985,1984.0, opinion false downplay feelings fit narrative rights taking away better OFFENSIVE control hurts soul oh well OFFENSIVE child hurts mine,OFF
1986,1985.0, right last night quad acts like one going things life share friends marriedtomedicine,NOT
1987,1986.0, connect usb token iphone,NOT
1988,1987.0, guy reliable source information hhahahahahahaha kidding,NOT
1989,1988.0, support right using antifa tactics words tactics domestic OFFENSIVE group,OFF
1990,1989.0, see tweet another garbage tweet liberals contributed nothing except add confirmation liberals talking points amp believed,OFF
1991,1990.0, really care act judicial alt right operative supreme court,NOT
1992,1991.0, support dana anything yes heck actress thank fighting us nra proud maga blessings dana,NOT
1993,1992.0, oh ffs sublime getting better better,NOT
1994,1993.0, hey look keith elison minnesota get bully pulpit investigation past OFFENSIVE cheery pick,OFF
1995,1994.0, dad OFFENSIVE anyone could disrespect fabric amp country fought flag amp country inseparable defended human blood amp disrespect flag disrespect country defend flag amp country served amp took oath defend,NOT
1996,1995.0, really world antifa fit wacked birdlandia boy oh boy birdsize also apparently believes notion people actually deny climate OFFENSIVE think rod serling coming OFFENSIVE birdbrain back zone,NOT
1997,1996.0, bring amy barrett hearings needed anymore candidate number one better real human rights dems want make scotus maga,NOT
1998,1997.0, apparantly rule law apply republicans conservatives baselessly accused dems,OFF
1999,1998.0, resist actually participate freely well maybe free get paid,NOT
2000,1999.0, wise,NOT
2001,2000.0, difference make OFFENSIVE OFFENSIVE OFFENSIVE random holding parents accountable could part OFFENSIVE control legislation write congressional representatives demand congress deals w OFFENSIVE OFFENSIVE continue amp americans risk,OFF
2002,2001.0, pope pure satanic OFFENSIVE strip nothing cast hells OFFENSIVE OFFENSIVE,OFF
2003,2002.0, ruined brand kaepernick,OFF
2004,2003.0, guy wants successful producer tweeting stuff like,OFF
2005,2004.0, dangerous obnoxious garbage good luck doctor,NOT
2006,2005.0, tick tock swamp going jail soon maga,OFF
2007,2006.0, people pr tried telling us last year busy bashing trump mayor cruz people peoples lives worth try make trump look bad disgrace,OFF
2008,2007.0, much dislike antifa hope none OFFENSIVE enough fall bait end getting someone else injured OFFENSIVE,OFF
2009,2008.0, sorry issues please send email feedback description issue email address associated account thanks,NOT
2010,2009.0, explains disrespected idiots like urself korzemba,OFF
2011,2010.0, liberals always liberalling,NOT
2012,2011.0, guy weaponized judicial system irs OFFENSIVE conservatives guy couldnt grow ec onomy percent guy said get used new norm guy OFFENSIVE,OFF
2013,2012.0, suggest using nd remove,NOT
2014,2013.0, probs busy school something,NOT
2015,2014.0, imagine like waitstaff get order wrong,NOT
2016,2015.0, free press mean mainstream corporate media ought look speaking come line journalists printers integral part truly free press shutting speech left antifa,NOT
2017,2016.0, unless like old skin bag cher coming back coming back stretchedface,OFF
2018,2017.0, project veritas footage released socialist state department worker maga kag tcot teaparty pjnet winblue uniteblue resist clear hatch act violation felony indict OFFENSIVE,NOT
2019,2018.0, hits keep coming democrats desperation palpable despicabledemocrats factsmatter msmedialies maga republicans trump bigredwave bluepuddle potus follow like usaguard twitter share,NOT
2020,2019.0, fake unable feel true feelings even OFFENSIVE says anything OFFENSIVE standing man clearly respect unity marriage pay women stand divorce like wifes hes pig,OFF
2021,2020.0, fox news campaigning fairness doctrine republicans using power congress force private companies broadcast whatever gop says truth nra tv pro OFFENSIVE control nra members,OFF
2022,2021.0, last tea party rally look like last antifa rally misfits unsuccessful people rally left,NOT
2023,2022.0, way shape form,NOT
2024,2023.0, thought snl last guy wearing OFFENSIVE beanie mindmill,OFF
2025,2024.0, thescore happy birthday lucky lovely charm ka ng stunning hiphop ka minsan sa game ha,NOT
2026,2025.0, guy got acorns cheeks lack walking around sense astonishing liberals,OFF
2027,2026.0, msm respect left really reached point eotp,NOT
2028,2027.0, negative coverage says delusional,NOT
2029,2028.0, biased conservatives everyone drop google use bing duckduckgo,OFF
2030,2029.0, call bullsht poor losser,OFF
2031,2030.0, never buy magazine,NOT
2032,2031.0, degenerative behavior creeps onto sovereignty justice system,NOT
2033,2032.0, love wife hannah,NOT
2034,2033.0, believe true fact ac commentary tweet let say wrong reference florence correct visiting impacted areas long fool base fans grow,NOT
2035,2034.0, happy dance serena lost needed taken notch two,NOT
2036,2035.0, alone like last jedi bit force awakens cannot talk solo see rouge one star wars disney good,NOT
2037,2036.0, maybe OFFENSIVE hungry one knows kind home life goodness child officer could handled better sorry needs fired,OFF
2038,2037.0, report conservatives positive way,NOT
2039,2038.0, rino rauner severely OFFENSIVE illinois touting turn around agenda gave us nothing turn coat agenda illinois conservatives one choice vote state experience,NOT
2040,2039.0, OFFENSIVE control usa rounded exterminated,OFF
2041,2040.0, sounds like pope needs counselled confession,NOT
2042,2041.0, shiva boy,NOT
2043,2042.0, timing info laps betcha chess game politics nothing new use things advantage need make untrue,NOT
2044,2043.0, flat lying,NOT
2045,2044.0, OFFENSIVE tolls determined studies computer programs,NOT
2046,2045.0, kaze need,OFF
2047,2046.0, complicit took money going,NOT
2048,2047.0, oh thanks rting post maga kag yes gonna,NOT
2049,2048.0, ca blm antifa morons start looting,NOT
2050,2049.0, interesting interpretation piece speaking OFFENSIVE cheek relating psychiatric condition OFFENSIVE qualifications highlight ironic counter intuitive nature OFFENSIVE control laws thought well balanced insider piece,NOT
2051,2050.0, ok andrew bully liar touchy cheat kept mp k anti bullying rules,NOT
2052,2051.0, simply gloss right silly emotional female nothing problem delete realize horrible perhaps someone told somehow fault liberals might misinterpret wrote plain english,OFF
2053,2052.0, misdrawed cause white blonde answer,NOT
2054,2053.0, bono clearly OFFENSIVE,OFF
2055,2054.0, yeah,NOT
2056,2055.0, liberals ruin everything,NOT
2057,2056.0, joan playing characters season way episode far pretty sure main,NOT
2058,2057.0, oh goodness precious OFFENSIVE make everything better thank sharing,NOT
2059,2058.0, copy paste tweets south park twitter something weird,NOT
2060,2059.0, westminster tories OFFENSIVE going wrong police days,NOT
2061,2060.0, stcshooting kneejerk people crying OFFENSIVE control OFFENSIVE already restrictive OFFENSIVE control want ban pity one politely explained OFFENSIVE supposed obey law,OFF
2062,2061.0, looking wretched,NOT
2063,2062.0, liberals responses great news telling,NOT
2064,2063.0, liberals live double standards look monica lewinski branded liar OFFENSIVE even produced evidence good ole bill democrat OFFENSIVE insane,OFF
2065,2064.0, neoliberalism OFFENSIVE poor middleclass people party canada OFFENSIVE bernier ppc politics government cdnpoli pnpcbc populist OFFENSIVE racism bigot hw polcan pnpcbc cpc lpc ndp shared via cbc news android app,NOT
2066,2065.0, shame entire country OFFENSIVE,NOT
2067,2066.0, piece OFFENSIVE sorry bluntness going say think whether bluntly rudely,OFF
2068,2067.0, saying antifa never oppressed nazis gotcha,NOT
2069,2068.0, animal operative word,OFF
2070,2069.0, appeal kinds wrong es would beat sh,OFF
2071,2070.0, OFFENSIVE female democrats call changes party tcot maga rednationrising,OFF
2072,2071.0, someone unqualified seems darned good job,NOT
2073,2072.0, aware hillary clinton said going use nuclear weapons russia sold weapons fuel complete OFFENSIVE,OFF
2074,2073.0, cute,NOT
2075,2074.0, according echr said inhuman amp degrading treatment pretty awful directing comments wrong person,NOT
2076,2075.0, time civilised nation needs tougher OFFENSIVE control man backwards countries,NOT
2077,2076.0, dianne feinstein disagrees effectively called woman liar,NOT
2078,2077.0, time really starting hate word time world open mouth really shut time enough left liberals bull OFFENSIVE time case actually time hurting case,OFF
2079,2078.0, whole milk thing lie anyway needed weird things humans save money labour membership x,NOT
2080,2079.0, concert goers massacred missouri mm ruger p nra calls OFFENSIVE control research unethical,NOT
2081,2080.0, OFFENSIVE control finest greatest maga,NOT
2082,2081.0, fact us vote OFFENSIVE make sure happen,NOT
2083,2082.0, sir comes something present lie fact shame fact labour voters voted remain ref yougov polls position based false premise nice day,NOT
2084,2083.0, eric opens door runs couch OFFENSIVE yeah,OFF
2085,2084.0, everything intense grieving grief started child totally get many cyber friends got back every thing intense beautiful,NOT
2086,2085.0, levi came support student OFFENSIVE control activists trumpers burning jeans well sneakers,OFF
2087,2086.0, dont tell,NOT
2088,2087.0, georgia university racism utter lack tolerance showing higher education apparently goal,OFF
2089,2088.0, yes made resign maga,NOT
2090,2089.0, corrupt rhino glad stepped,OFF
2091,2090.0, liberalism remarkable sucessful taking sides political spectrum today left liberals emphasis OFFENSIVE issues OFFENSIVE today right also mostly liberals emphasis nationalism anti immigration,NOT
2092,2091.0, hyping like OFFENSIVE back ima throw whole friend away,OFF
2093,2092.0, guys seriously mean everyone right good people like bother OFFENSIVE like personally want OFFENSIVE stop government apparently OFFENSIVE OFFENSIVE OFFENSIVE control arm teachers guns yes makes sense,OFF
2094,2093.0, OFFENSIVE incompetent devious toxic pm may forgotten million voters betray us peril eroding OFFENSIVE democracy destroying tory party go,NOT
2095,2094.0, chan trolling antifa,NOT
2096,2095.0, banned nfl,NOT
2097,2096.0, full oompa loompa,NOT
