,text,label
1280,schumer also wanted irs go conservatives tea party organizations obama administration chucky clown wants president trump impeached stop voting democrats tell chuck confirm nominees still waiting job,NOT
1281,happy birthday namjoon thank always sharing thoughts feelings us beautiful person beautiful mind heart,NOT
1282,law pass get people ignore laws obey murderer ignores ton laws somehow obey gun control laws,NOT
1283,opinion feminist,NOT
1284,monte mcnaughton accused government failing uphold rule law sided campers indigenous group surely equally concerned government trying rig election pick choose subject rule law,NOT
1285,hope great day honey ca wait talk love,NOT
1286,get milk cookies,NOT
1287,talking idiot liberals mental disorder book liberal mind psychological causes political madness dr rossiter exposes ideology motivating liberals actually mental disorder read,OFF
1288,great job electing terrible job sent congress support conservatives left frustrated congress passes big spending bills,NOT
1289,god maga block buhbye,NOT
1290,apart fact lib dems coalition brexit would never happened moderating force conservatives lib dems would meant brexit,NOT
1291,democrats would love see mob rule like antifa,NOT
1292,dead ass serious smdh,NOT
1293,gt comments negative slamming chris hayes promoting vote suppression via michael love rapist amp putin puppet assange moore amp latest kill dems movie town hall women repro rights amp gun control eve kavanaugh vote instead,OFF
1294,boner lived real world years,NOT
1295,candidate governor friends individual supports antifa trump maga syria israel alternativefacts walkaway walkawayfromdemocrats liberalismisamentaldisease news kavanaugh sugardaddyneeded democratic socialists taxpayers working families,NOT
1296,say kind woman quran would say kind woman,NOT
1297,products cause dandruff kc one,NOT
1298,men senators allow citizens question accuser citizens women conservatives love america fairness,NOT
1299,sop conservatives defend every republican fully matter seriousness charge evidence demand every democrat resign matter,NOT
1300,actually since believe blindly want believe would learned free speech symbol due social media platforms censoring conservatives shows censored would know care bet censored would,NOT
1301,serena upset losing upset penalty given men tennis action penalized,NOT
1302,running away truth yet using childish language provide competent argument justifying brexit even prove russian algorithm designed disrupt britain society economy,NOT
1303,va voters accept congresswoman stands nra shooting shooting devastates communities across country need common sense gun safety laws need,NOT
1304,cause got shot clearly mvp needed course use fighting,NOT
1305,first time expressed dismissive attitude toward public outcry votes people factor vote ass office years think toast,OFF
1306,say big tech biased give break wake people,NOT
1307,know sound hot video lol,NOT
1308,oh god joking right hours officers fire work sometimes back back hours give break,NOT
1309,recall said moss patriots got even remember years gordon isnt hall famer name th rounder good today,NOT
1310,people msm disgusting maga,NOT
1311,watching committee hearings judge kavanaugh using particular session birth control amp roe vs wade window gun control legislation comments clear allow politician deprive,NOT
1312,oh fuck tmi queen things controls conversation subtly god help comment habits decisions swear god,OFF
1313,liberals got crap everything,OFF
1314,dint pay attention yet say anything interest meme jerk,OFF
1315,,NOT
1316,liberals old playbook old yawn,OFF
1317,sorry howie horrible vegas multiple times know people spend hard earned money vacation going waste said money scrawny kid scream migraine come vegas see real talent agtresults agt,NOT
1318,lie congress us lie maga,OFF
1319,soooo pretty,NOT
1320,never nigga,OFF
1321,glad know anyone like miscreant pitiful bunch,OFF
1322,well firmly part establishment let see goes,NOT
1323,elon smoking much dope apparently got bad batch even knew vessel sent would work rescue thailandchildren quit,NOT
1324,sure hope maxi marches antifa cover head,NOT
1325,mazzone convinced play nfl told acts like good little pocket passer,NOT
1326,course maga everyone,NOT
1327,left party relativizing playing communist crimes,OFF
1328,bizarre smart business gonna get paid someone next year saving body process yes connor well browns gameplan like would bell,NOT
1329,follow maga patriots n got couple new ones ps tweeeeeetrrrr like u hiding n making hard see trains follw,NOT
1330,sure hope removed hiding protecting chum water right,NOT
1331,god idea god say like people fact feel sent us trump answer prayers,NOT
1332,lol trump fine people sides antifa punches nazis want punched nazis oh whaooaaaaa crazy otoh nazis literally murdering folks trying bomb shit soooo yeah right wing dupe sorry case,OFF
1333,hi ilysm great day,NOT
1334,report christine blasey ford prepared testify catches tcot maga rednationrising,NOT
1335,russian troll look rest page,NOT
1336,think trying repair image friendly everyone hope friends needs respect fessy tyler boundaries though dating people,NOT
1337,attempting emotionally manipulate canadians standard behaviour trudeau liberals,NOT
1338,embraced antifa career killer,OFF
1339,take moment realize jimin years old year age difference breathe,NOT
1340,thats saying read tweet never said sir putting words mouth liberals really assholes cant civil discussion,OFF
1341,experience problem like think suffering anti pernickety bastard disorder,OFF
1342,need gun control many,NOT
1343,super excited board hadexincursion,NOT
1344,jerry lewis ripoff needs go away already guy good acting like fool fool,OFF
1345,gorgeous,NOT
1346,fuckoff knew im scared,OFF
1347,maga let set,NOT
1348,cute,NOT
1349,mark twain eyes love,NOT
1350,needs removed position children abused covering,OFF
1351,problem kavanaugh take lie detector test dr ford anxious clear name asking take lie detector test fact blasting tweets issue also speaks volumes,NOT
1352,nope teaching give shit liberals ca think,OFF
1353,implying agent devil fully agree,OFF
1354,saul alinsky book rulesforradicals favorite book antifa handbook,NOT
1355,veiled accusation derail never stop resist antifa fingerprints,NOT
1356,sexy perverse woman,OFF
1357,gun control finest cop gun vulnerable thug attack,NOT
1358,think team imagined victim hiding abuser kavanaugh family friends ever imagined never,NOT
1359,many instances admire woman physique spend long looking woman bits comes question porn allows close personal experience long like challenges except course getting caught,NOT
1360,mocking self professed populists claim speak people stand norms rights labelled latte drinking elitists,OFF
1361,shocked gun addict also alleged pervert nra molonlabe gunsense momsdemand maga wednesdaywisdom,OFF
1362,awaken many women country asinine top stupidity liberals today,OFF
1363,think liked better conservatives pretended rape bad claiming rape gets better time,OFF
1364,think chap teaching,NOT
1365,blowing dirt misery millions,OFF
1366,maybe antifa find gainful employment join american dream,NOT
1367,beto would love could become texas senator need support nd amendment get elected effect change vote worried losing gun ownership gun control argument teds best fight,NOT
1368,concerns gun control one man going change problem much deeper,NOT
1369,gun control guns liberal idiot,OFF
1370,lol religion peace right fellow classical liberals izlam totes needs reformation,NOT
1371,redwaverising texas gun control platform someone drank koolaide concentrate,NOT
1372,fake national emergency created conservatives nwo bullshit,OFF
1373,need marijuana lobby bribe gop like big pharma otherwise screwed good america means nothing see gun control,OFF
